"Prey","Predator","s(RLONG, RLAT)","s(GEAR_DEPTH, k = 4)","s(GEAR_TEMP, k = 4)","s(PRED_LEN, k = 4)","Year","adjR^2","Dsquared","df","logLik","AIC","delta","weight"
"Walleye pollock","Pacific cod","+","+",NA,"+",NA,0.323741770726732,0.27792413165682,31,-1575.87580287017,3215.69941273553,139.209572071182,3.87355053068153e-31
"Walleye pollock","Pacific cod","+",NA,"+","+",NA,0.320159754768143,0.274653848388971,31,-1583.01294800446,3229.80879692216,153.318956257812,3.34422414471315e-34
"Walleye pollock","Pacific cod","+",NA,NA,"+",NA,0.314416765756106,0.269420535596705,29,-1594.4342561519,3247.41483298325,170.924992318905,5.02566138066429e-38
"Walleye pollock","Arrowtooth flounder","+","+","+","+","+",0.383893671026345,0.296929239495652,49,-2740.13214856713,5579.49360789386,0,0.957133943161454
"Walleye pollock","Arrowtooth flounder","+","+",NA,"+","+",0.382374241314311,0.295603514567938,47,-2745.29899904457,5585.70533398657,6.2117260927107,0.0428660568358607
"Walleye pollock","Arrowtooth flounder","+",NA,"+","+","+",0.375554601355315,0.289670521014194,47,-2768.42211450765,5632.69241886812,53.198810974256,2.68533018138682e-12
"Walleye pollock","Arrowtooth flounder","+",NA,NA,"+","+",0.371272886296619,0.285959815787632,45,-2782.88413349115,5656.2333268301,76.7397189362418,2.07565170062219e-17
"Walleye pollock","Arrowtooth flounder","+","+","+","+",NA,0.29144102514927,0.218716910242474,35,-3044.95511922688,6161.73302473895,582.239416845084,3.54233619611663e-127
"Walleye pollock","Arrowtooth flounder","+","+",NA,"+",NA,0.286341860714095,0.214542218410662,32,-3061.22546915653,6187.3876062476,607.893998353736,9.51630131066666e-133
"Walleye pollock","Arrowtooth flounder","+",NA,"+","+",NA,0.27869351992409,0.20830651689591,34,-3085.52835180974,6240.46903350494,660.975425611075,2.83127927397234e-144
"Walleye pollock","Arrowtooth flounder","+",NA,NA,"+",NA,0.263203933374879,0.195772265572485,31,-3134.37906064152,6332.27379603771,752.780188143844,3.28724307804395e-164
"Pandalidae","Walleye pollock","+","+","+","+","+",0.31615345551663,0.248680398888511,49,-2812.37576613011,5724.42523045414,0,0.901865705820494
"Pandalidae","Walleye pollock","+","+",NA,"+","+",0.314490379755165,0.247254365442847,46,-2817.71376329981,5728.86148792355,4.43625746941689,0.0981342941795053
"Pandalidae","Walleye pollock","+","+","+","+",NA,0.300655717209222,0.235445517354662,35,-2861.91721299019,5795.45909420786,71.0338637537243,3.39105118073377e-16
"Pandalidae","Walleye pollock","+","+",NA,"+",NA,0.299028773627682,0.234063092230698,32,-2867.09197338692,5799.79361918496,75.3683887308262,3.88243510277419e-17
"Pandalidae","Walleye pollock","+",NA,"+","+","+",0.296648083901899,0.232042570891924,46,-2874.65528630956,5841.68953937339,117.264308919256,3.10113540252428e-26
"Pandalidae","Walleye pollock","+",NA,NA,"+","+",0.286968131038509,0.22385588359212,45,-2905.30008904437,5901.39009850874,176.964868054606,3.37061407060349e-39
"Pandalidae","Walleye pollock","+",NA,"+","+",NA,0.273773319630611,0.212770313334153,32,-2946.79613027784,5959.56635352901,235.141123074868,7.85047188991596e-52
"Pandalidae","Walleye pollock","+",NA,NA,"+",NA,0.2666519293495,0.206822254557452,31,-2969.06119075858,6001.07897140269,276.653740948555,7.59530690046193e-61
"Pandalidae","Pacific cod","+","+","+","+","+",0.279411786427041,0.184310563146295,49,-4611.13842795532,9321.96208176237,0,0.999999721884235
"Pandalidae","Pacific cod","+","+","+","+",NA,0.272339362278175,0.179129993270813,35,-4640.42448187761,9352.16004177107,30.1979600086997,2.7707425932937e-07
"Pandalidae","Pacific cod","+","+",NA,"+","+",0.273868481874066,0.180247467601207,47,-4634.10733641228,9363.32727834372,41.3651965813424,1.04150550584236e-09
"Pandalidae","Pacific cod","+","+",NA,"+",NA,0.263273746083218,0.172534186130803,33,-4677.71095193905,9422.50850105915,100.546419296776,1.46764946756319e-22
"Pandalidae","Pacific cod","+",NA,"+","+","+",0.255944755663908,0.167238184341595,48,-4707.64954898517,9511.88273787478,189.92065611241,5.74451548786936e-42
"Pandalidae","Pacific cod","+",NA,"+","+",NA,0.241659234660326,0.157007040698372,33,-4765.4867814951,9598.88555996423,276.923478201861,7.35920045928475e-61
"Pandalidae","Pacific cod","+",NA,NA,"+","+",0.214051345958987,0.137569009497063,45,-4875.37106905174,9841.30083993631,519.338758173941,1.68663622026321e-113
"Pandalidae","Pacific cod","+",NA,NA,"+",NA,0.202834117769695,0.129793614953929,31,-4919.32581328461,9901.13597072794,579.173888965563,1.71390939380242e-126
"Pandalidae","Arrowtooth flounder","+","+","+","+","+",0.222164376168144,0.169322982253526,49,-2841.9825729095,5782.59638318949,0,0.503130658063504
"Pandalidae","Arrowtooth flounder","+","+",NA,"+","+",0.221563363085602,0.168836678105752,47,-2843.64635785068,5782.62142879494,0.0250456054554888,0.496869338545965
"Pandalidae","Arrowtooth flounder","+","+",NA,"+",NA,0.20955190695614,0.159152359091002,33,-2876.77917034269,5821.08028926568,38.4839060761933,2.21312913840086e-09
"Pandalidae","Arrowtooth flounder","+","+","+","+",NA,0.209868181268277,0.159406515594167,35,-2875.90962858656,5822.34248311276,39.7460999232717,1.17740220487961e-09
"Pandalidae","Arrowtooth flounder","+",NA,"+","+","+",0.174028064886381,0.130890231986604,49,-2973.47195344382,6045.10557062883,262.509187439342,4.9949943898744e-58
"Pandalidae","Arrowtooth flounder","+",NA,"+","+",NA,0.153171102003945,0.114554262233198,34,-3029.36195684936,6128.18359756391,345.587214374417,4.55376560102013e-76
"Pandalidae","Arrowtooth flounder","+",NA,NA,"+","+",0.151898656713491,0.113563669493685,46,-3032.75105663472,6158.43603807618,375.839654886689,1.22782559636531e-82
"Pandalidae","Arrowtooth flounder","+",NA,NA,"+",NA,0.139199362845264,0.103714875638338,32,-3066.44658438268,6197.80073704856,415.204353859067,3.47696973238404e-91
"Clupeidei","Pacific halibut","+","+",NA,"+","+",0.451822905244595,0.422821570072657,36,-468.14688186765,1008.62861375062,0,0.675503662943021
"Clupeidei","Pacific halibut","+","+","+","+","+",0.451925947838909,0.422922986069959,37,-468.064623799007,1010.64219455789,2.01358080726698,0.246822184438877
"Clupeidei","Pacific halibut","+",NA,"+","+","+",0.462279575038285,0.433125595891298,47,-459.789331918516,1013.63796842102,5.00935467039528,0.0551899706004073
"Clupeidei","Pacific halibut","+",NA,NA,"+","+",0.458948109707541,0.429840036039611,45,-462.45423504033,1015.49581613717,6.86720238654493,0.0217988537181999
"Clupeidei","Pacific halibut","+","+",NA,"+",NA,0.440491867581089,0.411684215280305,34,-477.180341276294,1022.48742206987,13.8588083192411,0.00066103692413498
"Clupeidei","Pacific halibut","+","+","+","+",NA,0.423375615688004,0.394915965014321,23,-490.780995197794,1029.17201777599,20.5434040253622,2.33713718055416e-05
"Clupeidei","Pacific halibut","+",NA,"+","+",NA,0.416221935186239,0.387927387524579,21,-496.449399612916,1035.71897167324,27.0903579226172,8.85179258617141e-07
"Clupeidei","Pacific halibut","+",NA,NA,"+",NA,0.408791800670359,0.380680944917909,18,-502.326957288404,1042.18992143882,33.5613076881928,3.48242956420054e-08
"Clupeidei","Arrowtooth flounder","+",NA,NA,"+","+",0.375208408340167,0.350853694125605,42,-670.390813360651,1425.19095228966,0,0.412540086092881
"Clupeidei","Arrowtooth flounder","+","+","+","+","+",0.378307148897666,0.353862643819507,45,-667.283390250635,1426.2397955086,1.0488432189361,0.244181492372029
"Clupeidei","Arrowtooth flounder","+",NA,"+","+","+",0.37528406890124,0.35092713946698,43,-670.314964385318,1426.75683883287,1.56588654320149,0.188555069075582
"Clupeidei","Arrowtooth flounder","+","+",NA,"+","+",0.375184363437803,0.350830353458617,43,-670.414917893921,1427.15234164982,1.96138936015382,0.154723352459508
"Clupeidei","Arrowtooth flounder","+","+","+","+",NA,0.313011616823005,0.290861194270801,30,-732.346678177639,1526.35081702271,101.15986473305,4.45533775478869e-23
"Clupeidei","Arrowtooth flounder","+",NA,"+","+",NA,0.311468110583377,0.289382042174108,29,-733.874238248787,1527.16004326083,101.969090971167,2.97275684750631e-23
"Clupeidei","Arrowtooth flounder","+",NA,NA,"+",NA,0.303037319302448,0.281310928647843,26,-742.2094938185,1538.15478115776,112.963828868091,1.21809844516906e-25
"Clupeidei","Arrowtooth flounder","+","+",NA,"+",NA,0.303010495334054,0.281285271062606,27,-742.235991095432,1540.09350495899,114.902552669323,4.62055202396132e-26
"Osmerid","Pacific halibut","+","+","+","+","+",0.293968976100887,0.252048460046,47,-1104.84785657816,2304.54307631338,0,0.836435272837176
"Osmerid","Pacific halibut","+","+",NA,"+","+",0.290376186352119,0.248796856233319,44,-1109.65101201134,2307.80695699757,3.26388068418964,0.163564727162463
"Osmerid","Pacific halibut","+",NA,"+","+","+",0.27179964415172,0.232056682663745,46,-1134.37901095125,2361.48909896402,56.9460226506349,3.60379963669583e-13
"Osmerid","Pacific halibut","+",NA,NA,"+","+",0.257224064579801,0.219005949020614,43,-1153.65709826326,2394.91777836341,90.3747020500305,1.9852496902345e-20
"Osmerid","Pacific halibut","+","+","+","+",NA,0.242409168077897,0.205815688489531,33,-1173.14128981446,2412.77048697055,108.227410657164,2.6372343231495e-24
"Osmerid","Pacific halibut","+","+",NA,"+",NA,0.234429558639571,0.198742071901777,30,-1183.59018885104,2427.22275516823,122.679678854844,1.91813228297931e-27
"Osmerid","Pacific halibut","+",NA,"+","+",NA,0.192603369893735,0.162013253577619,30,-1237.84471475601,2536.13864325703,231.595566943643,4.28641247755974e-51
"Osmerid","Pacific halibut","+",NA,NA,"+",NA,0.190443645287776,0.160132419944291,29,-1240.62301642043,2540.17769280567,235.634616492288,5.68886325897278e-52
"Osmerid","Arrowtooth flounder","+","+","+","+","+",0.240281593575835,0.182476179696273,48,-2888.78102992224,5873.81074902313,0,0.992763608520902
"Osmerid","Arrowtooth flounder","+","+",NA,"+","+",0.237762460828946,0.180432327089057,45,-2896.00313464023,5883.65502200429,9.84427298115861,0.00723084632877153
"Osmerid","Arrowtooth flounder","+",NA,"+","+","+",0.235571836126324,0.178657461290385,46,-2902.27475452766,5898.00139885209,24.19064982896,5.54514595475163e-06
"Osmerid","Arrowtooth flounder","+",NA,NA,"+","+",0.229883718260227,0.17405952441305,44,-2918.52190537286,5926.10788366375,52.2971346406166,4.37187113345866e-12
"Osmerid","Arrowtooth flounder","+","+","+","+",NA,0.169749540680752,0.126365424683937,34,-3087.05254278657,6243.82075449459,370.010005471458,4.46883208350102e-81
"Osmerid","Arrowtooth flounder","+","+",NA,"+",NA,0.166187965195279,0.123591693573373,32,-3096.85372730903,6258.39402020222,384.583271179093,3.05949393262443e-84
"Osmerid","Arrowtooth flounder","+",NA,"+","+",NA,0.161717281315722,0.120117829040673,33,-3109.12888518621,6284.69253133498,410.881782311852,5.9566277809178e-90
"Osmerid","Arrowtooth flounder","+",NA,NA,"+",NA,0.159715703287285,0.118565368784964,30,-3114.61461859852,6290.66030994936,416.849560926235,3.01379565162454e-91
"Tanner crab","Pacific halibut","+","+","+","+","+",0.252077141862529,0.187011193101631,49,-2222.09899318217,4543.90470711495,0,0.791238977972185
"Tanner crab","Pacific halibut","+","+",NA,"+","+",0.250172097390089,0.185488045080143,47,-2226.26213252222,4546.56952687695,2.66481976199611,0.208761022027815
"Tanner crab","Pacific halibut","+","+","+","+",NA,0.223027539604454,0.163983549566502,35,-2285.03922443823,4641.31289014256,97.4081830276118,5.57685666815646e-22
"Tanner crab","Pacific halibut","+",NA,"+","+","+",0.218173025059759,0.160176251072777,47,-2295.44551057386,4685.17247093471,141.267763819754,1.6687932116031e-31
"Tanner crab","Pacific halibut","+","+",NA,"+",NA,0.211031450442111,0.154596172596519,32,-2310.69724178929,4686.86183103087,142.95712391592,7.17071795172375e-32
"Tanner crab","Pacific halibut","+",NA,NA,"+","+",0.201733322986074,0.147368059047005,44,-2330.4534594699,4749.34606124227,205.441354127321,1.9376906657991e-45
"Tanner crab","Pacific halibut","+",NA,"+","+",NA,0.194873983226099,0.142062356079828,33,-2344.95525472397,4756.0160326229,212.111325507946,6.90110387873852e-47
"Tanner crab","Pacific halibut","+",NA,NA,"+",NA,0.159492929230616,0.115045826539065,29,-2418.79809558771,4897.32415850916,353.41945139421,1.42642487714054e-77
"Tanner crab","Pacific cod","+","+","+","+","+",0.271415649162734,0.194690055215648,50,-3591.02190756156,7282.94677423133,0,0.999999991809896
"Tanner crab","Pacific cod","+","+",NA,"+","+",0.265780780880955,0.190278374442451,49,-3610.69438572767,7320.1874526578,37.2406784264695,8.19010415826988e-09
"Tanner crab","Pacific cod","+","+",NA,"+",NA,0.242182381386813,0.171991858167806,35,-3692.23725127965,7455.45374001235,172.506965781013,3.47206887918853e-38
"Tanner crab","Pacific cod","+","+","+","+",NA,0.242738860070715,0.172419605361128,37,-3690.32984959902,7456.32910170768,173.382327476342,2.24133077941278e-38
"Tanner crab","Pacific cod","+",NA,"+","+","+",0.223239512811525,0.157529114219658,48,-3756.72922818572,7610.30614154411,327.359367312772,8.21895466271574e-72
"Tanner crab","Pacific cod","+",NA,NA,"+","+",0.216732819296959,0.152604723608078,46,-3778.68797175036,7650.49716101622,367.550386784887,1.53974072042404e-80
"Tanner crab","Pacific cod","+",NA,"+","+",NA,0.205700486809907,0.144305141416701,34,-3815.69730171812,7701.02626064326,418.079486411923,1.64131910082367e-91
"Tanner crab","Pacific cod","+",NA,NA,"+",NA,0.193958090068877,0.135539434956701,32,-3854.78516364877,7774.77823310358,491.831458872244,1.58546145863525e-107
"Paguridae","Pacific halibut","+","+","+","+","+",0.337998316733867,0.215232753671141,50,-3567.31120412022,7234.89109896704,0,0.998342350091911
"Paguridae","Pacific halibut","+",NA,"+","+","+",0.335034017892088,0.213051489506065,46,-3577.22656199432,7248.11801991795,13.2269209509141,0.00133995466083846
"Paguridae","Pacific halibut","+","+",NA,"+","+",0.334771051644635,0.212858291332058,47,-3578.10478163712,7250.9974221528,16.1063231857606,0.000317567355694811
"Paguridae","Pacific halibut","+",NA,NA,"+","+",0.331376093652135,0.210368488301207,43,-3589.42266256239,7266.64064451215,31.7495455451117,1.2733660827701e-07
"Paguridae","Pacific halibut","+","+","+","+",NA,0.32739483482012,0.207459131863113,36,-3602.64770459485,7277.52652021987,42.6354212528331,5.5095407883476e-10
"Paguridae","Pacific halibut","+","+",NA,"+",NA,0.325134523009558,0.205812358996223,33,-3610.1334289624,7287.45990909672,52.5688101296782,3.83802160099273e-12
"Paguridae","Pacific halibut","+",NA,"+","+",NA,0.323942324707471,0.204945216739807,32,-3614.07519169696,7293.87822211969,58.9871231526504,1.55020256155607e-13
"Paguridae","Pacific halibut","+",NA,NA,"+",NA,0.320599643867731,0.202519228086671,30,-3625.10299203379,7310.23011284011,75.3390138730747,4.36134553646364e-17
"Paguridae","Pacific cod","+","+","+","+","+",0.111157599040581,0.076009494443734,48,-4063.65198590027,8225.19011840748,0,0.999999979059352
"Paguridae","Pacific cod","+",NA,"+","+","+",0.1042018409633,0.0710986408283423,45,-4085.24961047178,8260.94998392566,35.7598655181846,1.71729085353299e-08
"Paguridae","Pacific cod","+","+",NA,"+","+",0.104661092432043,0.0714222143711342,48,-4083.82655443187,8263.98373132438,38.7936129168993,3.7676797367839e-09
"Paguridae","Pacific cod","+",NA,NA,"+","+",0.0999712478896071,0.0681222973745273,44,-4098.33938132342,8286.10603529295,60.9159168854749,5.91938665668344e-14
"Paguridae","Pacific cod","+","+","+","+",NA,0.0956330770078243,0.0650784708939506,35,-4111.72593827195,8294.78718873606,69.597070328582,7.71237593341587e-16
"Paguridae","Pacific cod","+","+",NA,"+",NA,0.0908827372479132,0.0617549230142205,34,-4126.34269229754,8321.26915123292,96.0790328254461,1.36994489884668e-21
"Paguridae","Pacific cod","+",NA,"+","+",NA,0.0902661582721848,0.0613242601522242,32,-4128.23672041134,8321.49677884579,96.3066604383093,1.22257184894087e-21
"Paguridae","Pacific cod","+",NA,NA,"+",NA,0.0856215898358147,0.0580854785191384,30,-4142.4806778287,8346.44507235878,121.254953951302,4.67542708780215e-27
